caption,emotion,confidence
"Different kind of booking. Well, United, they are not letting Liverpool play out from the back. You can see there. They push right up Pogba.",confusion,0.1174
Not too clever. Lucas wins the ball. This is doing a good job as an absorbing midfielder on the. Far side. Good [inaudible] Lucas.,caring,0.0956
"You know the sort of shouts that will be going at it. Keep it going as we played well first half, but the reality is that the mind is saying something different and ""How can we level?"" [commentor] Coquelin Santi Cazorla",anger,0.1906
"City have won the last two derbies here. Came earlier this season was a bit of a damp squib at [stadium]Old Trafford[stadium], nil, nil, very few shots.",annoyance,0.1025
"Yeah, I think Manchester United's gotta be careful they don't sit back too deep and.",nervousness,0.1591
[commentor] It's almost a second home for Brazil here. Hasn't they played a lot of internationals? Roberto Firmino has been a scorer in a game in this ground for his country and a scorer day but.,curiosity,0.1626
"Comes on for his Champions League debut, has played Europa League.",excitement,0.1462
"Indicated for that in the end, Here's Firmino.",approval,0.1798
Free to pick a pass and Levandoski Arsene Wenger won't be happy with that. He can't leave him unmarked. In the box.,disappointment,0.1061
Dig across coming in. Good reach by Mignolet. Put himself up and he's back in position that defenders weren't sure about that. Eyes on the ball.Hazard and that's Kante. The swipe at it really.,excitement,0.1002
"I don't know what Sergio Aguero was thinking, watching on the bench when that chance arrived, that's where he would have been, isn't it?",confusion,0.2167
Suddenly Manchester City not getting an awful lot have changed down that right hand side with Navas. Here he is.,surprise,0.2301
Who's overrun it. It's going to be a throw in to Arsenal and now Antonio Conte can send on Pedro and Batshuayi. And Willian knows that he's one of them.,confusion,0.1063
The rashness in the 1st 15 minutes and he looks really like he's struggling. Had a poor season last year. Coutinho Origi.,nervousness,0.1527
"As Martin Skrtel pull finds out an early second half booking for him, Skrtel pointing to the ball, says the referee won the ball, but to me he was nowhere near it.",confusion,0.1564
"Pretty frustrating start for him so far though, hasn't it? Raheem Sterling. John Flanigan's been winning that battle. Up to now.",annoyance,0.3159
I think it goes for the long distance effort. They seem to have that as part of their goal game Plan 2. Efforts from 30 yards. I think they gonna get opportunities. To have strikes from long distance.,desire,0.1147
"Nobody really attacking that on the near post. It was just over hit slightly, wasn't it really?",neutral,0.1543
Real's throw and throw in a hurry to take it difficult to be a little more direct without Benzema in the team.,excitement,0.1681
7:00 o'clock kick off 6:30 to build up starts on BT Sport One HD.,excitement,0.1133
"Here is Godín with Gabby out, he's moved to a more central. Midfield role for Simeone.",realization,0.104
Batra. Pedro. Verratti.,realization,0.0702
"He really is. They've been well, certainly wonderful tonight, Alaba, the goal scorer.",optimism,0.125
Joined Milan as an 11 year old boy. Honda can flick on. de Jong,excitement,0.0918
"Little bit Paris Saint Germain, a little bit more urgency in the game. Trying to engage higher up.",excitement,0.1351
Silva. Nasri challenged by Sturaro.,anger,0.0897
It's Toure here if they can meet up the yards. Don't get in his way and he absolutely bulldoze into Daley Blind there. Aguero.,excitement,0.0931
Ramsey enjoys playing out wide near as much as number 10. Good headers by Chambers. Firmino,excitement,0.1196
Sergio Ramos with a wonderful pass. Arbeloa . Down for. Is an Irish still going strong. Kroos. Modrich.,admiration,0.0939
"Thauvin towards Gignac, Gignac chest sit down, Gignac goes for goal. Well, he created the chance well.",admiration,0.0846
They need the front lights to go out. That's what they need.,desire,0.2349
"And they've settled in nicely with the new additions to the squad and they've made a solid start to the season. This will be a real building block for them as the season develops They have been excellent today, though, Fletcher. We are spoilt for choices. I couldn't give it to anybody. Mustafi's done well, Koscielny, he could have given it to anybody today. Wonderful performance. Here's Carzola. He's away from Matic.",admiration,0.0942
Granit Xhaka whose testing the patience of Michael Oliver here.,curiosity,0.0964
"Silva's corner in towards Yaya Toure, who got up above Paul Pogba, couldn't get the power of direction on the header. This is probably the best game Juventus could have had flex because they've come into it for the first time in a long time as underdogs.",excitement,0.1008
"Yeah, this is. Cesc on . Coquelin",approval,0.2305
"Referee, Nicola Rizzoli recognized that. he did well, the referee. He's a very good referee.",realization,0.188
"Decisions here to change the side so much. Well, it's really interesting. He's talking about the Chelsea game at the weekend, Liverpool in the Champions League, away at the home of the Champions, surely.",curiosity,0.4325
"Chelsea have three lined up to come on, but they're gonna make a Mourinho like situation.",excitement,0.084
It is a lapse in concentration. That is going to cost your team.,disappointment,0.1742
"The face says it all. He has been in this position since July 2014. Before that, his only experience.",realization,0.0866
This is the little touch from Silva just plays in the outside of his left and Aguero. So sharp in the box.,caring,0.0923
"Backed by Kroos. Probably didn't need the intervention of Mandzukic. Yeah, I don't think he was sure what was around him. And if in doubt. Short corner this time.",confusion,0.1135
The Ref aware of any kind of a shot in the back there and he didn't need to. He had one go and then another. Talk about Aguero dander up. I think Blind's up as well. Definite foul but.,annoyance,0.0755
"He's made a difference hasn't he? Mane in the attack for Liverpool, every time they get out, they've got him running in behind. It's a great out balls in midfield and defender when you see someone with his pace, wanting the the ball.",caring,0.1077
Antonelli. Meets the ball in the middle. Paletta,curiosity,0.0768
"It was Cavani, but Piqué in the way. Neymar Busquets. As Xavi.",confusion,0.0904
Rashford down with cramps. James Milner down with a head injury.,disappointment,0.1135
"It's just pulled off him and then as Benteke he brings the ball down, then he makes the challenge very clever defending.",excitement,0.1015
"Gets it back again from Oscar and goes on to Chelsea. Diego Costa has now comi in from the opposite flank. Great turn of pace by Costa to get to the byline, but he.",excitement,0.1006
Milner. Flag went up late. Chelsea fans in that part of their ground thinking that Martin Atkinson's assistant would have. Ruled it out.,excitement,0.0835
Very frustrated. Yellow card for Rose.,annoyance,0.2008
This sense it's now or never for Manchester City. They have some momentum. But Lionel Messi has the ball.,realization,0.2188
"Yeah, very forceful challenge wasn't, Fletch? Between him and Kante. Let's hope he's all right. He doesn't look in a lot of pain.",anger,0.1218
"Sometimes pulsating. The game, still simmering it, could well end up at a classic. Marseille fans would be happy for it to be.",excitement,0.271
"When that side is sitting back but haven't really seen too much weakness from Sevilla and hint that they might be looking for the counterattack with Carlos Bacca through the middle, just haven't been able to find him just yet.",curiosity,0.0975
